OS;Local;Descricao;Data Abertura;InicioProg;TerminoProg;TempoPrevisto;InicioReal;TerminoReal;TempoParada;Prioridade;Oficina;Tipo;MP;Status
OS93817;REM01-2000-2100-X000003;MP - Inspeção de Rota do Equipamento (Mecânica);;15/07/2022;15/07/2022;2;;;1,53;B;Elétrica;IR;MP - 148003;PEND
OS93818;REM01-2000-2200-X000004;MP - Inspeção de Rota do Equipamento (Mecânica);;07/07/2022;07/07/2022;2;;;2,25;B;Elétrica;IR;MP - 148010;PEND
OS93819;REM01-3000-3100-C000002;MP - Inspeção de Rota do Equipamento (Mecânica);;15/07/2022;15/07/2022;2;;;1,77;B;Elétrica;IR;MP - 148014;PEND
OS93820;REM01-3000-3200-T000001;MP - Inspeção de Rota do Equipamento (Mecânica);;20/07/2022;20/07/2022;2;;;2,25;B;Elétrica;IR;MP - 148015;PEND
OS93821;REM01-1000-1200-E000002;MP - Inspeção de Rota do Equipamento (Elétrica);;15/07/2022;15/07/2022;2;;;1,53;C;Elétrica;IR;MP - 147959;PEND
OS93822;REM01-1000-1200-E000006;MP - Inspeção de Rota do Equipamento (Elétrica);;04/07/2022;04/07/2022;2;;;1,77;C;Mecânica;IR;MP - 147963;PEND
OS93823;REM01-1000-1200-F000002;MP - Inspeção de Rota do Equipamento (Elétrica);;06/07/2022;06/07/2022;2;;;2;C;Mecânica;IR;MP - 147965;PEND
OS93824;REM01-1000-2200-F000002;MP - Inspeção de Rota do Equipamento (Elétrica);;12/07/2022;12/07/2022;2;;;2,25;C;Elétrica;IR;MP - 147967;PEND
OS93825;REM01-2000-2100-X000004;MP - Inspeção de Rota do Equipamento (Elétrica);;20/07/2022;20/07/2022;2;;;2;C;Elétrica;IR;MP - 147971;PEND
OS93826;REM01-2000-2100-X000006;MP - Inspeção de Rota do Equipamento (Elétrica);;22/07/2022;22/07/2022;2;;;2;C;Elétrica;IR;MP - 147973;PEND
OS93827;REM01-2000-2200-X000002;MP - Inspeção de Rota do Equipamento (Elétrica);;05/07/2022;05/07/2022;2;;;1,77;C;Mecânica;IR;MP - 147975;PEND
OS93828;REM01-2000-2200-X000003;MP - Inspeção de Rota do Equipamento (Elétrica);;06/07/2022;06/07/2022;2;;;2;C;Elétrica;IR;MP - 147976;PEND
OS93829;REM01-2000-2200-X000005;MP - Inspeção de Rota do Equipamento (Elétrica);;12/07/2022;12/07/2022;2;;;2;C;Mecânica;IR;MP - 147978;PEND
OS93830;REM01-3000-3100-C000002;MP - Inspeção de Rota do Equipamento (Elétrica);;15/07/2022;15/07/2022;2;;;2,48;C;Mecânica;IR;MP - 147981;PEND
OS93831;REM01-3000-3200-T000002;MP - Inspeção de Rota do Equipamento (Elétrica);;21/07/2022;21/07/2022;2;;;1,77;C;Mecânica;IR;MP - 147983;PEND
OS93832;REM01-1000-1100-E000001;MP - Inspeção de Rota do Equipamento (Mecânica);;04/07/2022;04/07/2022;2;;;2;C;Mecânica;IR;MP - 147985;PEND
OS93833;REM01-1000-1100-E000006;MP - Inspeção de Rota do Equipamento (Mecânica);;13/07/2022;13/07/2022;2;;;2,25;C;Elétrica;IR;MP - 147990;PEND
OS93834;REM01-1000-1200-E000002;MP - Inspeção de Rota do Equipamento (Mecânica);;15/07/2022;15/07/2022;2;;;2,25;C;Mecânica;IR;MP - 147992;PEND
OS93835;REM01-1000-1200-E000003;MP - Inspeção de Rota do Equipamento (Mecânica);;20/07/2022;20/07/2022;2;;;1,77;C;Automação;IR;MP - 147993;PEND
OS93836;REM01-1000-1200-E000004;MP - Inspeção de Rota do Equipamento (Mecânica);;21/07/2022;21/07/2022;2;;;1,53;C;Automação;IR;MP - 147994;PEND
OS93837;REM01-1000-1200-F000002;MP - Inspeção de Rota do Equipamento (Mecânica);;06/07/2022;06/07/2022;2;;;1,53;C;Mecânica;IR;MP - 147998;PEND
OS93838;REM01-1000-2200-F000001;MP - Inspeção de Rota do Equipamento (Mecânica);;07/07/2022;07/07/2022;2;;;2;C;Elétrica;IR;MP - 147999;PEND
OS93839;REM01-2000-2100-X000005;MP - Inspeção de Rota do Equipamento (Mecânica);;21/07/2022;21/07/2022;2;;;2,73;C;Elétrica;IR;MP - 148005;PEND
OS93840;REM01-2000-2200-X000002;MP - Inspeção de Rota do Equipamento (Mecânica);;05/07/2022;05/07/2022;2;;;2,25;C;Mecânica;IR;MP - 148008;PEND
OS93841;REM01-2000-2200-X000005;MP - Inspeção de Rota do Equipamento (Mecânica);;12/07/2022;12/07/2022;2;;;2;C;Elétrica;IR;MP - 148011;PEND
OS93842;REM01-2000-2200-X000006;MP - Inspeção de Rota do Equipamento (Mecânica);;13/07/2022;13/07/2022;2;;;1,53;C;Elétrica;IR;MP - 148012;PEND
OS93843;REM01-3000-3100-C000001;MP - Inspeção de Rota do Equipamento (Mecânica);;14/07/2022;14/07/2022;2;;;2,73;C;Elétrica;IR;MP - 148013;PEND
OS93844;REM01-3000-3300-C000001;MP - Inspeção de Rota do Equipamento (Mecânica);;22/07/2022;22/07/2022;2;;;2;C;Mecânica;IR;MP - 148017;PEND
OS93845;REM01-1000-1100-E000003;MP - Inspeção de Rota do Equipamento (Elétrica);;06/07/2022;06/07/2022;2;;;2;C;Elétrica;IR;MP - 147954;PEND
OS93846;REM01-1000-1100-E000003;MP - Inspeção de Rota do Equipamento (Mecânica);;06/07/2022;06/07/2022;2;;;2;C;Elétrica;IR;MP - 147987;PEND
OS93847;REM01-1000-1200-E000001;MP - Inspeção de Rota do Equipamento (Mecânica);;14/07/2022;14/07/2022;2;;;1,77;C;Elétrica;IR;MP - 147991;PEND
OS93848;REM01-1000-1100-E000002;MP - Inspeção de Rota do Equipamento (Elétrica);;05/08/2022;05/08/2022;2;;;2,73;A;Mecânica;IR;MP - 147953;PEND
OS93849;REM01-1000-1100-E000006;MP - Inspeção de Rota do Equipamento (Elétrica);;13/08/2022;13/08/2022;2;;;2,25;A;Automação;IR;MP - 147957;PEND
OS93850;REM01-1000-1200-E000003;MP - Inspeção de Rota do Equipamento (Elétrica);;20/08/2022;20/08/2022;2;;;2;A;Automação;IR;MP - 147960;PEND
OS93851;REM01-1000-1200-E000004;MP - Inspeção de Rota do Equipamento (Elétrica);;21/08/2022;21/08/2022;2;;;1,53;A;Elétrica;IR;MP - 147961;PEND
OS93852;REM01-1000-1200-E000005;MP - Inspeção de Rota do Equipamento (Elétrica);;22/08/2022;22/08/2022;2;;;2;A;Mecânica;IR;MP - 147962;PEND
OS93853;REM01-2000-2100-X000002;MP - Inspeção de Rota do Equipamento (Elétrica);;14/08/2022;14/08/2022;2;;;1,53;A;Elétrica;IR;MP - 147969;PEND
OS93854;REM01-2000-2200-X000004;MP - Inspeção de Rota do Equipamento (Elétrica);;07/08/2022;07/08/2022;2;;;2,73;A;Mecânica;IR;MP - 147977;PEND
OS93855;REM01-3000-3100-C000001;MP - Inspeção de Rota do Equipamento (Elétrica);;14/08/2022;14/08/2022;2;;;2,25;A;Elétrica;IR;MP - 147980;PEND
OS93856;REM01-3000-3200-T000001;MP - Inspeção de Rota do Equipamento (Elétrica);;20/08/2022;20/08/2022;2;;;2,25;A;Elétrica;IR;MP - 147982;PEND
OS93857;REM01-1000-1200-E000006;MP - Inspeção de Rota do Equipamento (Mecânica);;04/08/2022;04/08/2022;2;;;1,53;A;Mecânica;IR;MP - 147996;PEND
OS93858;REM01-1000-2200-F000002;MP - Inspeção de Rota do Equipamento (Mecânica);;12/08/2022;12/08/2022;2;;;2;A;Elétrica;IR;MP - 148000;PEND
OS93859;REM01-2000-2200-X000001;MP - Inspeção de Rota do Equipamento (Mecânica);;04/08/2022;04/08/2022;2;;;2,48;A;Mecânica;IR;MP - 148007;PEND
OS93860;REM01-3000-3300-C000001;MP - Inspeção de Rota do Equipamento (Elétrica);;22/08/2022;22/08/2022;2;;;2,73;A;Elétrica;IR;MP - 147984;PEND
OS93861;REM01-3000-3200-T000002;MP - Inspeção de Rota do Equipamento (Mecânica);;21/08/2022;21/08/2022;2;;;1,77;A;Elétrica;IR;MP - 148016;PEND
OS93862;REM01-1000-1100-E000001;MP - Inspeção de Rota do Equipamento (Elétrica);;04/08/2022;04/08/2022;2;;;2;B;Automação;IR;MP - 147952;PEND
OS93863;REM01-1000-1100-E000004;MP - Inspeção de Rota do Equipamento (Elétrica);;07/08/2022;07/08/2022;2;;;2,48;B;Mecânica;IR;MP - 147955;PEND
OS93864;REM01-1000-1200-E000001;MP - Inspeção de Rota do Equipamento (Elétrica);;14/08/2022;14/08/2022;2;;;2;B;Elétrica;IR;MP - 147958;PEND
OS93865;REM01-1000-1200-F000001;MP - Inspeção de Rota do Equipamento (Elétrica);;05/08/2022;05/08/2022;2;;;2,73;B;Elétrica;IR;MP - 147964;PEND
OS93866;REM01-1000-2200-F000001;MP - Inspeção de Rota do Equipamento (Elétrica);;07/08/2022;07/08/2022;2;;;1,77;B;Elétrica;IR;MP - 147966;PEND
OS93867;REM01-2000-2100-X000001;MP - Inspeção de Rota do Equipamento (Elétrica);;13/08/2022;13/08/2022;2;;;2;B;Elétrica;IR;MP - 147968;PEND
OS93868;REM01-2000-2100-X000003;MP - Inspeção de Rota do Equipamento (Elétrica);;15/08/2022;15/08/2022;2;;;2;B;Automação;IR;MP - 147970;PEND
OS93869;REM01-2000-2200-X000006;MP - Inspeção de Rota do Equipamento (Elétrica);;13/08/2022;13/08/2022;2;;;2,73;B;Mecânica;IR;MP - 147979;PEND
OS93870;REM01-1000-1100-E000002;MP - Inspeção de Rota do Equipamento (Mecânica);;05/08/2022;05/08/2022;2;;;2,48;B;Elétrica;IR;MP - 147986;PEND
OS93871;REM01-1000-1100-E000004;MP - Inspeção de Rota do Equipamento (Mecânica);;07/08/2022;07/08/2022;2;;;2,48;B;Elétrica;IR;MP - 147988;PEND
OS93872;REM01-1000-1100-E000005;MP - Inspeção de Rota do Equipamento (Mecânica);;12/08/2022;12/08/2022;2;;;2;B;Mecânica;IR;MP - 147989;PEND
OS93873;REM01-1000-1200-E000005;MP - Inspeção de Rota do Equipamento (Mecânica);;22/08/2022;22/08/2022;2;;;2;B;Mecânica;IR;MP - 147995;PEND
OS93874;REM01-1000-1200-F000001;MP - Inspeção de Rota do Equipamento (Mecânica);;05/08/2022;05/08/2022;2;;;2;B;Mecânica;IR;MP - 147997;PEND
OS93875;REM01-2000-2100-X000001;MP - Inspeção de Rota do Equipamento (Mecânica);;13/08/2022;13/08/2022;2;;;2,25;B;Mecânica;IR;MP - 148001;PEND
OS93876;REM01-2000-2100-X000002;MP - Inspeção de Rota do Equipamento (Mecânica);;14/08/2022;14/08/2022;2;;;1,53;B;Mecânica;IR;MP - 148002;PEND
OS93877;REM01-2000-2100-X000004;MP - Inspeção de Rota do Equipamento (Mecânica);;20/08/2022;20/08/2022;2;;;2;B;Mecânica;IR;MP - 148004;PEND
OS93878;REM01-2000-2100-X000006;MP - Inspeção de Rota do Equipamento (Mecânica);;22/08/2022;22/08/2022;2;;;1,77;B;Mecânica;IR;MP - 148006;PEND
OS93879;REM01-2000-2200-X000003;MP - Inspeção de Rota do Equipamento (Mecânica);;06/08/2022;06/08/2022;2;;;2;B;Mecânica;IR;MP - 148009;PEND
OS93880;REM01-1000-1100-E000005;MP - Inspeção de Rota do Equipamento (Elétrica);;12/08/2022;12/08/2022;2;;;2;B;Elétrica;IR;MP - 147956;PEND
OS93881;REM01-2000-2100-X000005;MP - Inspeção de Rota do Equipamento (Elétrica);;21/08/2022;21/08/2022;2;;;2;B;Elétrica;IR;MP - 147972;PEND
OS93882;REM01-2000-2200-X000001;MP - Inspeção de Rota do Equipamento (Elétrica);;04/08/2022;04/08/2022;2;;;2;B;Elétrica;IR;MP - 147974;PEND
OS93883;REM01-2000-2100-X000003;MP - Inspeção de Rota do Equipamento (Mecânica);;15/08/2022;15/08/2022;2;;;1,53;B;Elétrica;IR;MP - 148003;PEND
OS93884;REM01-2000-2200-X000004;MP - Inspeção de Rota do Equipamento (Mecânica);;07/08/2022;07/08/2022;2;;;2,25;B;Elétrica;IR;MP - 148010;PEND
OS93885;REM01-3000-3100-C000002;MP - Inspeção de Rota do Equipamento (Mecânica);;15/08/2022;15/08/2022;2;;;1,77;B;Elétrica;IR;MP - 148014;PEND
OS93886;REM01-3000-3200-T000001;MP - Inspeção de Rota do Equipamento (Mecânica);;20/08/2022;20/08/2022;2;;;2,25;B;Elétrica;IR;MP - 148015;PEND
OS93887;REM01-1000-1200-E000002;MP - Inspeção de Rota do Equipamento (Elétrica);;15/08/2022;15/08/2022;2;;;1,53;C;Elétrica;IR;MP - 147959;PEND
OS93888;REM01-1000-1200-E000006;MP - Inspeção de Rota do Equipamento (Elétrica);;04/08/2022;04/08/2022;2;;;1,77;C;Mecânica;IR;MP - 147963;PEND
OS93889;REM01-1000-1200-F000002;MP - Inspeção de Rota do Equipamento (Elétrica);;06/08/2022;06/08/2022;2;;;2;C;Mecânica;IR;MP - 147965;PEND
OS93890;REM01-1000-2200-F000002;MP - Inspeção de Rota do Equipamento (Elétrica);;12/08/2022;12/08/2022;2;;;2,25;C;Elétrica;IR;MP - 147967;PEND
OS93891;REM01-2000-2100-X000004;MP - Inspeção de Rota do Equipamento (Elétrica);;20/08/2022;20/08/2022;2;;;2;C;Elétrica;IR;MP - 147971;PEND
OS93892;REM01-2000-2100-X000006;MP - Inspeção de Rota do Equipamento (Elétrica);;22/08/2022;22/08/2022;2;;;2;C;Elétrica;IR;MP - 147973;PEND
OS93893;REM01-2000-2200-X000002;MP - Inspeção de Rota do Equipamento (Elétrica);;05/08/2022;05/08/2022;2;;;1,77;C;Mecânica;IR;MP - 147975;PEND
OS93894;REM01-2000-2200-X000003;MP - Inspeção de Rota do Equipamento (Elétrica);;06/08/2022;06/08/2022;2;;;2;C;Elétrica;IR;MP - 147976;PEND
OS93895;REM01-2000-2200-X000005;MP - Inspeção de Rota do Equipamento (Elétrica);;12/08/2022;12/08/2022;2;;;2;C;Mecânica;IR;MP - 147978;PEND
OS93896;REM01-3000-3100-C000002;MP - Inspeção de Rota do Equipamento (Elétrica);;15/08/2022;15/08/2022;2;;;2,48;C;Mecânica;IR;MP - 147981;PEND
OS93897;REM01-3000-3200-T000002;MP - Inspeção de Rota do Equipamento (Elétrica);;21/08/2022;21/08/2022;2;;;1,77;C;Mecânica;IR;MP - 147983;PEND
OS93898;REM01-1000-1100-E000001;MP - Inspeção de Rota do Equipamento (Mecânica);;04/08/2022;04/08/2022;2;;;2;C;Mecânica;IR;MP - 147985;PEND
OS93899;REM01-1000-1100-E000006;MP - Inspeção de Rota do Equipamento (Mecânica);;13/08/2022;13/08/2022;2;;;2,25;C;Elétrica;IR;MP - 147990;PEND
OS93900;REM01-1000-1200-E000002;MP - Inspeção de Rota do Equipamento (Mecânica);;15/08/2022;15/08/2022;2;;;2,25;C;Mecânica;IR;MP - 147992;PEND
OS93901;REM01-1000-1200-E000003;MP - Inspeção de Rota do Equipamento (Mecânica);;20/08/2022;20/08/2022;2;;;1,77;C;Automação;IR;MP - 147993;PEND
OS93902;REM01-1000-1200-E000004;MP - Inspeção de Rota do Equipamento (Mecânica);;21/08/2022;21/08/2022;2;;;1,53;C;Automação;IR;MP - 147994;PEND
OS93903;REM01-1000-1200-F000002;MP - Inspeção de Rota do Equipamento (Mecânica);;06/08/2022;06/08/2022;2;;;1,53;C;Mecânica;IR;MP - 147998;PEND
OS93904;REM01-1000-2200-F000001;MP - Inspeção de Rota do Equipamento (Mecânica);;07/08/2022;07/08/2022;2;;;2;C;Elétrica;IR;MP - 147999;PEND
OS93905;REM01-2000-2100-X000005;MP - Inspeção de Rota do Equipamento (Mecânica);;21/08/2022;21/08/2022;2;;;2,73;C;Elétrica;IR;MP - 148005;PEND
OS93906;REM01-2000-2200-X000002;MP - Inspeção de Rota do Equipamento (Mecânica);;05/08/2022;05/08/2022;2;;;2,25;C;Mecânica;IR;MP - 148008;PEND
OS93907;REM01-2000-2200-X000005;MP - Inspeção de Rota do Equipamento (Mecânica);;12/08/2022;12/08/2022;2;;;2;C;Elétrica;IR;MP - 148011;PEND
OS93908;REM01-2000-2200-X000006;MP - Inspeção de Rota do Equipamento (Mecânica);;13/08/2022;13/08/2022;2;;;1,53;C;Elétrica;IR;MP - 148012;PEND
OS93909;REM01-3000-3100-C000001;MP - Inspeção de Rota do Equipamento (Mecânica);;14/08/2022;14/08/2022;2;;;2,73;C;Elétrica;IR;MP - 148013;PEND
OS93910;REM01-3000-3300-C000001;MP - Inspeção de Rota do Equipamento (Mecânica);;22/08/2022;22/08/2022;2;;;2;C;Mecânica;IR;MP - 148017;PEND
OS93911;REM01-1000-1100-E000003;MP - Inspeção de Rota do Equipamento (Elétrica);;06/08/2022;06/08/2022;2;;;2;C;Elétrica;IR;MP - 147954;PEND
OS93912;REM01-1000-1100-E000003;MP - Inspeção de Rota do Equipamento (Mecânica);;06/08/2022;06/08/2022;2;;;2;C;Elétrica;IR;MP - 147987;PEND
OS93913;REM01-1000-1200-E000001;MP - Inspeção de Rota do Equipamento (Mecânica);;14/08/2022;14/08/2022;2;;;1,77;C;Elétrica;IR;MP - 147991;PEND
OS93914;REM01-1000-1100-E000002;MP - Inspeção de Rota do Equipamento (Elétrica);;05/09/2022;05/09/2022;2;;;2,73;A;Mecânica;IR;MP - 147953;PEND
OS93915;REM01-1000-1100-E000006;MP - Inspeção de Rota do Equipamento (Elétrica);;13/09/2022;13/09/2022;2;;;2,25;A;Automação;IR;MP - 147957;PEND
OS93916;REM01-1000-1200-E000003;MP - Inspeção de Rota do Equipamento (Elétrica);;20/09/2022;20/09/2022;2;;;2;A;Automação;IR;MP - 147960;PEND
OS93917;REM01-1000-1200-E000004;MP - Inspeção de Rota do Equipamento (Elétrica);;21/09/2022;21/09/2022;2;;;1,53;A;Elétrica;IR;MP - 147961;PEND
OS93918;REM01-1000-1200-E000005;MP - Inspeção de Rota do Equipamento (Elétrica);;22/09/2022;22/09/2022;2;;;2;A;Mecânica;IR;MP - 147962;PEND
OS93919;REM01-2000-2100-X000002;MP - Inspeção de Rota do Equipamento (Elétrica);;14/09/2022;14/09/2022;2;;;1,53;A;Elétrica;IR;MP - 147969;PEND
OS93920;REM01-2000-2200-X000004;MP - Inspeção de Rota do Equipamento (Elétrica);;07/09/2022;07/09/2022;2;;;2,73;A;Mecânica;IR;MP - 147977;PEND
OS93921;REM01-3000-3100-C000001;MP - Inspeção de Rota do Equipamento (Elétrica);;14/09/2022;14/09/2022;2;;;2,25;A;Elétrica;IR;MP - 147980;PEND
OS93922;REM01-3000-3200-T000001;MP - Inspeção de Rota do Equipamento (Elétrica);;20/09/2022;20/09/2022;2;;;2,25;A;Elétrica;IR;MP - 147982;PEND
OS93923;REM01-1000-1200-E000006;MP - Inspeção de Rota do Equipamento (Mecânica);;04/09/2022;04/09/2022;2;;;1,53;A;Mecânica;IR;MP - 147996;PEND
OS93924;REM01-1000-2200-F000002;MP - Inspeção de Rota do Equipamento (Mecânica);;12/09/2022;12/09/2022;2;;;2;A;Elétrica;IR;MP - 148000;PEND
OS93925;REM01-2000-2200-X000001;MP - Inspeção de Rota do Equipamento (Mecânica);;04/09/2022;04/09/2022;2;;;2,48;A;Mecânica;IR;MP - 148007;PEND
OS93926;REM01-3000-3300-C000001;MP - Inspeção de Rota do Equipamento (Elétrica);;22/09/2022;22/09/2022;2;;;2,73;A;Elétrica;IR;MP - 147984;PEND
OS93927;REM01-3000-3200-T000002;MP - Inspeção de Rota do Equipamento (Mecânica);;21/09/2022;21/09/2022;2;;;1,77;A;Elétrica;IR;MP - 148016;PEND
OS93928;REM01-1000-1100-E000001;MP - Inspeção de Rota do Equipamento (Elétrica);;04/09/2022;04/09/2022;2;;;2;B;Automação;IR;MP - 147952;PEND
OS93929;REM01-1000-1100-E000004;MP - Inspeção de Rota do Equipamento (Elétrica);;07/09/2022;07/09/2022;2;;;2,48;B;Mecânica;IR;MP - 147955;PEND
OS93930;REM01-1000-1200-E000001;MP - Inspeção de Rota do Equipamento (Elétrica);;14/09/2022;14/09/2022;2;;;2;B;Elétrica;IR;MP - 147958;PEND
OS93931;REM01-1000-1200-F000001;MP - Inspeção de Rota do Equipamento (Elétrica);;05/09/2022;05/09/2022;2;;;2,73;B;Elétrica;IR;MP - 147964;PEND
OS93932;REM01-1000-2200-F000001;MP - Inspeção de Rota do Equipamento (Elétrica);;07/09/2022;07/09/2022;2;;;1,77;B;Elétrica;IR;MP - 147966;PEND
OS93933;REM01-2000-2100-X000001;MP - Inspeção de Rota do Equipamento (Elétrica);;13/09/2022;13/09/2022;2;;;2;B;Elétrica;IR;MP - 147968;PEND
OS93934;REM01-2000-2100-X000003;MP - Inspeção de Rota do Equipamento (Elétrica);;15/09/2022;15/09/2022;2;;;2;B;Automação;IR;MP - 147970;PEND
OS93935;REM01-2000-2200-X000006;MP - Inspeção de Rota do Equipamento (Elétrica);;13/09/2022;13/09/2022;2;;;2,73;B;Mecânica;IR;MP - 147979;PEND
OS93936;REM01-1000-1100-E000002;MP - Inspeção de Rota do Equipamento (Mecânica);;05/09/2022;05/09/2022;2;;;2,48;B;Elétrica;IR;MP - 147986;PEND
OS93937;REM01-1000-1100-E000004;MP - Inspeção de Rota do Equipamento (Mecânica);;07/09/2022;07/09/2022;2;;;2,48;B;Elétrica;IR;MP - 147988;PEND
OS93938;REM01-1000-1100-E000005;MP - Inspeção de Rota do Equipamento (Mecânica);;12/09/2022;12/09/2022;2;;;2;B;Mecânica;IR;MP - 147989;PEND
OS93939;REM01-1000-1200-E000005;MP - Inspeção de Rota do Equipamento (Mecânica);;22/09/2022;22/09/2022;2;;;2;B;Mecânica;IR;MP - 147995;PEND
OS93940;REM01-1000-1200-F000001;MP - Inspeção de Rota do Equipamento (Mecânica);;05/09/2022;05/09/2022;2;;;2;B;Mecânica;IR;MP - 147997;PEND
OS93941;REM01-2000-2100-X000001;MP - Inspeção de Rota do Equipamento (Mecânica);;13/09/2022;13/09/2022;2;;;2,25;B;Mecânica;IR;MP - 148001;PEND
OS93942;REM01-2000-2100-X000002;MP - Inspeção de Rota do Equipamento (Mecânica);;14/09/2022;14/09/2022;2;;;1,53;B;Mecânica;IR;MP - 148002;PEND
OS93943;REM01-2000-2100-X000004;MP - Inspeção de Rota do Equipamento (Mecânica);;20/09/2022;20/09/2022;2;;;2;B;Mecânica;IR;MP - 148004;PEND
OS93944;REM01-2000-2100-X000006;MP - Inspeção de Rota do Equipamento (Mecânica);;22/09/2022;22/09/2022;2;;;1,77;B;Mecânica;IR;MP - 148006;PEND
OS93945;REM01-2000-2200-X000003;MP - Inspeção de Rota do Equipamento (Mecânica);;06/09/2022;06/09/2022;2;;;2;B;Mecânica;IR;MP - 148009;PEND
OS93946;REM01-1000-1100-E000005;MP - Inspeção de Rota do Equipamento (Elétrica);;12/09/2022;12/09/2022;2;;;2;B;Elétrica;IR;MP - 147956;PEND
OS93947;REM01-2000-2100-X000005;MP - Inspeção de Rota do Equipamento (Elétrica);;21/09/2022;21/09/2022;2;;;2;B;Elétrica;IR;MP - 147972;PEND
OS93948;REM01-2000-2200-X000001;MP - Inspeção de Rota do Equipamento (Elétrica);;04/09/2022;04/09/2022;2;;;2;B;Elétrica;IR;MP - 147974;PEND
OS93949;REM01-2000-2100-X000003;MP - Inspeção de Rota do Equipamento (Mecânica);;15/09/2022;15/09/2022;2;;;1,53;B;Elétrica;IR;MP - 148003;PEND
OS93950;REM01-2000-2200-X000004;MP - Inspeção de Rota do Equipamento (Mecânica);;07/09/2022;07/09/2022;2;;;2,25;B;Elétrica;IR;MP - 148010;PEND
OS93951;REM01-3000-3100-C000002;MP - Inspeção de Rota do Equipamento (Mecânica);;15/09/2022;15/09/2022;2;;;1,77;B;Elétrica;IR;MP - 148014;PEND
OS93952;REM01-3000-3200-T000001;MP - Inspeção de Rota do Equipamento (Mecânica);;20/09/2022;20/09/2022;2;;;2,25;B;Elétrica;IR;MP - 148015;PEND
OS93953;REM01-1000-1200-E000002;MP - Inspeção de Rota do Equipamento (Elétrica);;15/09/2022;15/09/2022;2;;;1,53;C;Elétrica;IR;MP - 147959;PEND
OS93954;REM01-1000-1200-E000006;MP - Inspeção de Rota do Equipamento (Elétrica);;04/09/2022;04/09/2022;2;;;1,77;C;Mecânica;IR;MP - 147963;PEND
OS93955;REM01-1000-1200-F000002;MP - Inspeção de Rota do Equipamento (Elétrica);;06/09/2022;06/09/2022;2;;;2;C;Mecânica;IR;MP - 147965;PEND
OS93956;REM01-1000-2200-F000002;MP - Inspeção de Rota do Equipamento (Elétrica);;12/09/2022;12/09/2022;2;;;2,25;C;Elétrica;IR;MP - 147967;PEND
OS93957;REM01-2000-2100-X000004;MP - Inspeção de Rota do Equipamento (Elétrica);;20/09/2022;20/09/2022;2;;;2;C;Elétrica;IR;MP - 147971;PEND
OS93958;REM01-2000-2100-X000006;MP - Inspeção de Rota do Equipamento (Elétrica);;22/09/2022;22/09/2022;2;;;2;C;Elétrica;IR;MP - 147973;PEND
OS93959;REM01-2000-2200-X000002;MP - Inspeção de Rota do Equipamento (Elétrica);;05/09/2022;05/09/2022;2;;;1,77;C;Mecânica;IR;MP - 147975;PEND
OS93960;REM01-2000-2200-X000003;MP - Inspeção de Rota do Equipamento (Elétrica);;06/09/2022;06/09/2022;2;;;2;C;Elétrica;IR;MP - 147976;PEND
OS93961;REM01-2000-2200-X000005;MP - Inspeção de Rota do Equipamento (Elétrica);;12/09/2022;12/09/2022;2;;;2;C;Mecânica;IR;MP - 147978;PEND
OS93962;REM01-3000-3100-C000002;MP - Inspeção de Rota do Equipamento (Elétrica);;15/09/2022;15/09/2022;2;;;2,48;C;Mecânica;IR;MP - 147981;PEND
OS93963;REM01-3000-3200-T000002;MP - Inspeção de Rota do Equipamento (Elétrica);;21/09/2022;21/09/2022;2;;;1,77;C;Mecânica;IR;MP - 147983;PEND
OS93964;REM01-1000-1100-E000001;MP - Inspeção de Rota do Equipamento (Mecânica);;04/09/2022;04/09/2022;2;;;2;C;Mecânica;IR;MP - 147985;PEND
OS93965;REM01-1000-1100-E000006;MP - Inspeção de Rota do Equipamento (Mecânica);;13/09/2022;13/09/2022;2;;;2,25;C;Elétrica;IR;MP - 147990;PEND
OS93966;REM01-1000-1200-E000002;MP - Inspeção de Rota do Equipamento (Mecânica);;15/09/2022;15/09/2022;2;;;2,25;C;Mecânica;IR;MP - 147992;PEND
OS93967;REM01-1000-1200-E000003;MP - Inspeção de Rota do Equipamento (Mecânica);;20/09/2022;20/09/2022;2;;;1,77;C;Automação;IR;MP - 147993;PEND
OS93968;REM01-1000-1200-E000004;MP - Inspeção de Rota do Equipamento (Mecânica);;21/09/2022;21/09/2022;2;;;1,53;C;Automação;IR;MP - 147994;PEND
OS93969;REM01-1000-1200-F000002;MP - Inspeção de Rota do Equipamento (Mecânica);;06/09/2022;06/09/2022;2;;;1,53;C;Mecânica;IR;MP - 147998;PEND
OS93970;REM01-1000-2200-F000001;MP - Inspeção de Rota do Equipamento (Mecânica);;07/09/2022;07/09/2022;2;;;2;C;Elétrica;IR;MP - 147999;PEND
OS93971;REM01-2000-2100-X000005;MP - Inspeção de Rota do Equipamento (Mecânica);;21/09/2022;21/09/2022;2;;;2,73;C;Elétrica;IR;MP - 148005;PEND
OS93972;REM01-2000-2200-X000002;MP - Inspeção de Rota do Equipamento (Mecânica);;05/09/2022;05/09/2022;2;;;2,25;C;Mecânica;IR;MP - 148008;PEND
OS93973;REM01-2000-2200-X000005;MP - Inspeção de Rota do Equipamento (Mecânica);;12/09/2022;12/09/2022;2;;;2;C;Elétrica;IR;MP - 148011;PEND
OS93974;REM01-2000-2200-X000006;MP - Inspeção de Rota do Equipamento (Mecânica);;13/09/2022;13/09/2022;2;;;1,53;C;Elétrica;IR;MP - 148012;PEND
